college_code,branch_code,allotted_category,year,opening_rank,closing_rank,seats_filled
2643,CS,BCM,2024,164069,181044,4
2643,CS,MBC,2024,111223,193048,21
2643,CS,OC,2024,31701,110474,32
2643,CS,SC,2024,116484,197392,12
2643,CS,SCA,2024,115343,176880,3
2643,CS,ST,2024,122430,147296,2
2643,EC,BC,2024,182545,194168,4
2643,EC,BCM,2024,170151,170151,1
2643,EC,MBC,2024,159987,193368,11
2643,EC,OC,2024,103390,159495,18
2643,EC,SC,2024,165759,191979,6
2643,EC,SCA,2024,175843,183420,2
2643,EE,BC,2024,195386,195386,1
2643,EE,MBC,2024,194499,195673,3
2643,EE,OC,2024,116558,193863,16
2643,EE,SC,2024,195585,195585,1
2643,SC,BC,2024,180024,197038,5
2643,SC,BCM,2024,194206,194206,1
2643,SC,MBC,2024,173114,186415,10
2643,SC,OC,2024,112768,172566,16
2643,SC,SC,2024,175383,194626,5
2643,SC,SCA,2024,190953,190953,1
2646,AD,BC,2024,158618,196288,6
2646,AD,BCM,2024,195718,195718,1
2646,AD,MBC,2024,159283,186405,5
2646,AD,OC,2024,28164,156684,16
2646,AD,SC,2024,189300,189300,1
2646,AM,BC,2024,192834,192834,1
2646,AM,MBC,2024,190924,195575,3
2646,AM,OC,2024,92897,183195,8
2646,CE,OC,2024,151825,157967,2
2646,CS,BC,2024,169230,194425,7
2646,CS,BCM,2024,185043,189699,2
2646,CS,MBC,2024,175834,187069,7
2646,CS,OC,2024,77182,164089,15
2646,CS,SC,2024,181164,181164,1
2646,EC,BC,2024,180583,197145,6
2646,EC,BCM,2024,191991,191991,1
2646,EC,MBC,2024,184793,191297,6
2646,EC,OC,2024,54460,179239,17
2646,EE,BC,2024,193117,197247,4
2646,EE,MBC,2024,193950,195509,4
2646,EE,OC,2024,82426,188410,16
2646,ME,OC,2024,116367,196575,14
2647,CS,BC,2024,161184,161184,1
2647,CS,MBC,2024,148093,183971,9
2647,CS,OC,2024,35569,148076,15
2647,CS,SC,2024,167815,181127,2
2647,CS,SCA,2024,149091,149091,1
2647,EC,BC,2024,195297,195297,1
2647,EC,MBC,2024,184389,196265,7
2647,EC,OC,2024,27743,183012,17
2647,EC,SCA,2024,195910,195910,1
2647,EE,OC,2024,107480,194724,13
2647,IT,BC,2024,170789,196712,5
2647,IT,MBC,2024,166201,179880,8
2647,IT,OC,2024,57043,165008,16
2647,IT,SC,2024,181340,181340,1
2647,IT,SCA,2024,196321,196321,1
2647,ME,OC,2024,120226,197441,11
2648,AD,BC,2024,89912,176365,12
2648,AD,BCM,2024,183064,183064,1
2648,AD,MBC,2024,101313,146217,9
2648,AD,OC,2024,25777,88588,13
2648,AD,SC,2024,65430,124890,8
2648,AD,SCA,2024,119876,119876,1
2648,AU,MBC,2024,196883,197600,2
2648,AU,OC,2024,90341,196754,18
2648,AU,SC,2024,196802,196802,1
2648,BM,BC,2024,167770,197557,4
2648,BM,BCM,2024,191889,191889,1
2648,BM,MBC,2024,168860,195149,8
2648,BM,OC,2024,64042,161750,14
2648,BM,SC,2024,162425,184964,7
2648,BM,SCA,2024,166275,166275,1
2648,CE,OC,2024,67890,196828,17
2648,CS,BC,2024,105604,155621,8
2648,CS,MBC,2024,48668,145002,9
2648,CS,OC,2024,27593,100948,13
2648,CS,SC,2024,91374,125113,6
2648,CS,SCA,2024,116601,116601,1
2648,EC,BC,2024,141172,187224,10
2648,EC,BCM,2024,164239,167427,2
2648,EC,MBC,2024,142267,179490,9
2648,EC,OC,2024,45914,140961,14
2648,EC,SC,2024,141271,175484,6
2648,EC,SCA,2024,160279,160279,1
2648,EE,BC,2024,182298,197119,7
2648,EE,MBC,2024,166783,189962,11
2648,EE,OC,2024,67815,166164,17
2648,EE,SC,2024,173459,196106,8
2648,EE,SCA,2024,173086,173572,2
2648,IT,BC,2024,145329,197374,11
2648,IT,BCM,2024,184070,197397,2
2648,IT,MBC,2024,147251,160051,9
2648,IT,OC,2024,59164,134351,14
2648,IT,SC,2024,139722,168884,6
2648,IT,SCA,2024,148506,160018,2
2648,ME,BC,2024,190989,190989,1
2648,ME,MBC,2024,188307,193207,3
2648,ME,OC,2024,106262,188200,16
2648,ME,SC,2024,189497,193023,2
2650,AD,BC,2024,158008,195866,10
2650,AD,MBC,2024,176473,196881,2
2650,AD,OC,2024,13988,144787,23
2650,AD,SC,2024,147337,194996,4
2650,AD,SCA,2024,182047,182047,1
2650,CS,BC,2024,168785,195173,8
2650,CS,BCM,2024,188789,188789,1
2650,CS,MBC,2024,174482,197209,2
2650,CS,OC,2024,33216,164741,15
2650,CS,SC,2024,165733,183418,4
2650,CS,ST,2024,193907,193907,1
2650,EC,MBC,2024,189945,197151,4
2650,EC,OC,2024,80274,186446,16
2650,EC,ST,2024,197414,197414,1
2650,IT,BC,2024,172064,192595,8
2650,IT,MBC,2024,170133,189173,6
2650,IT,OC,2024,28538,158751,15
2650,IT,SC,2024,168091,194468,6
2650,ME,OC,2024,68155,197261,6
2651,AD,BC,2024,38195,122772,10
2651,AD,BCM,2024,114785,187516,2
2651,AD,MBC,2024,97676,189616,9
2651,AD,OC,2024,24968,94669,13
2651,AD,SC,2024,115982,132730,4
2651,AD,SCA,2024,144980,144980,1
2651,CE,BC,2024,194969,195329,2
2651,CE,MBC,2024,168832,175577,2
2651,CE,OC,2024,132567,167071,4
2651,CS,BC,2024,123623,172230,18
2651,CS,MBC,2024,122764,163111,14
2651,CS,OC,2024,37511,119328,20
2651,CS,SC,2024,154141,187219,6
2651,CS,SCA,2024,140460,145769,2
2651,EC,BC,2024,131839,159113,13
2651,EC,MBC,2024,134915,192449,5
2651,EC,OC,2024,26176,126385,16
2651,EC,SC,2024,128015,192770,4
2651,EC,SCA,2024,179080,183424,2
2651,EE,BC,2024,176200,195601,8
2651,EE,MBC,2024,179220,187158,4
2651,EE,OC,2024,64399,175735,13
2651,EE,SC,2024,187267,192954,2
2651,FT,BC,2024,165456,196391,11
2651,FT,BCM,2024,178251,178648,2
2651,FT,MBC,2024,194156,194156,1
2651,FT,OC,2024,90715,164285,14
2651,FT,SC,2024,193904,193904,1
2651,FT,SCA,2024,191112,191112,1
2651,IT,BC,2024,136951,164082,12
2651,IT,MBC,2024,145516,184562,8
2651,IT,OC,2024,75974,135607,14
2651,IT,SC,2024,170040,196734,5
2651,IT,SCA,2024,153148,153148,1
2651,ME,BC,2024,172840,190934,11
2651,ME,MBC,2024,196014,196650,2
2651,ME,OC,2024,28213,172128,13
2651,ME,SC,2024,188386,196552,3
2651,ME,SCA,2024,182438,182438,1
2652,AD,BC,2024,157480,190643,8
2652,AD,BCM,2024,145096,145096,1
2652,AD,MBC,2024,174994,181051,2
2652,AD,OC,2024,42811,142102,8
2652,AD,SC,2024,155417,179544,2
2652,AD,SCA,2024,178616,178616,1
2652,CS,BCM,2024,183083,183384,2
2652,CS,MBC,2024,190365,190365,1
2652,CS,OC,2024,50592,180123,16
2652,EC,BCM,2024,187719,187719,1
2652,EC,OC,2024,63681,180125,9
2652,EE,OC,2024,181203,192536,6
2652,IT,BC,2024,189771,191370,3
2652,IT,BCM,2024,175104,175104,1
2652,IT,MBC,2024,173328,190375,2
2652,IT,OC,2024,66376,164768,8
2652,IT,SC,2024,192805,195162,2
2652,IT,SCA,2024,172696,172696,1
2652,ME,OC,2024,80096,184400,4
2653,AD,BC,2024,60052,84822,24
2653,AD,BCM,2024,61963,101167,3
2653,AD,MBC,2024,57798,92637,18
2653,AD,OC,2024,4421,56391,28
2653,AD,SC,2024,78423,186567,7
2653,AD,SCA,2024,166241,182098,3
2653,AD,ST,2024,171423,171423,1
2653,CB,BC,2024,70620,92119,10
2653,CB,BCM,2024,104600,104600,1
2653,CB,MBC,2024,72204,101668,8
2653,CB,OC,2024,21568,70109,10
2653,CB,SC,2024,131423,193965,4
2653,CE,BC,2024,125990,182323,5
2653,CE,MBC,2024,121556,131041,4
2653,CE,OC,2024,61285,120859,6
2653,CE,SC,2024,169687,189116,3
2653,CS,BC,2024,44062,66428,39
2653,CS,BCM,2024,44268,127011,5
2653,CS,MBC,2024,44320,76472,28
2653,CS,OC,2024,565,43589,45
2653,CS,SC,2024,46888,193326,21
2653,CS,SCA,2024,51187,51187,1
2653,CS,ST,2024,52680,52680,1
2653,EC,BC,2024,57647,83945,30
2653,EC,BCM,2024,59631,124582,4
2653,EC,MBC,2024,59789,86614,23
2653,EC,OC,2024,4936,57636,34
2653,EC,SC,2024,93296,176285,6
2653,EC,ST,2024,189483,189483,1
2653,EE,BC,2024,89118,93550,9
2653,EE,BCM,2024,93683,126757,2
2653,EE,MBC,2024,41696,100891,7
2653,EE,OC,2024,37530,78048,11
2653,EE,SC,2024,115599,187580,5
2653,EE,SCA,2024,82822,82822,1
2653,IT,BC,2024,62933,88180,24
2653,IT,BCM,2024,101020,133706,3
2653,IT,MBC,2024,62799,88582,17
2653,IT,OC,2024,15779,62741,28
2653,IT,SC,2024,71495,195432,10
2653,IT,SCA,2024,181840,181840,1
2653,IT,ST,2024,133115,133115,1
2653,ME,BC,2024,119362,166937,18
2653,ME,BCM,2024,157957,195245,2
2653,ME,MBC,2024,120176,169543,14
2653,ME,OC,2024,41970,117285,22
2653,ME,SC,2024,167952,178535,2
2653,ME,SCA,2024,163229,170102,2
2656,AD,BC,2024,70170,102234,10
2656,AD,BCM,2024,179446,179446,1
2656,AD,MBC,2024,48488,114532,8
2656,AD,OC,2024,10999,42378,10
2656,AD,SC,2024,96917,107201,4
2656,AM,BC,2024,85709,118256,9
2656,AM,MBC,2024,98699,146777,7
2656,AM,OC,2024,14684,79276,11
2656,AM,SC,2024,110632,189409,6
2656,AM,SCA,2024,152306,152306,1
2656,CE,BC,2024,126620,168472,9
2656,CE,MBC,2024,119914,144279,6
2656,CE,OC,2024,43253,115561,12
2656,CE,SC,2024,142549,174948,5
2656,CE,SCA,2024,137747,137747,1
2656,CE,ST,2024,193557,193557,1
2656,CS,BC,2024,35190,104016,10
2656,CS,MBC,2024,43060,103149,7
2656,CS,OC,2024,6793,34577,11
2656,CS,SC,2024,88041,182569,6
2656,CS,SCA,2024,73805,73805,1
2656,EC,BC,2024,62117,116322,10
2656,EC,BCM,2024,109139,113435,2
2656,EC,MBC,2024,61578,105144,6
2656,EC,OC,2024,11856,60750,11
2656,EC,SC,2024,69701,182871,5
2656,EC,SCA,2024,139297,139297,1
2656,EE,BC,2024,98295,124576,9
2656,EE,BCM,2024,125045,125045,1
2656,EE,MBC,2024,109051,134796,7
2656,EE,OC,2024,36646,97954,11
2656,EE,SC,2024,128300,142654,6
2656,EE,SCA,2024,107294,107294,1
2656,ME,BC,2024,127050,164524,9
2656,ME,BCM,2024,137496,137496,1
2656,ME,MBC,2024,128880,153400,8
2656,ME,OC,2024,31410,125044,11
2656,ME,SC,2024,136262,179234,5
2656,ME,SCA,2024,162469,162469,1
2658,BM,OC,2024,115910,197028,13
2658,CS,OC,2024,98536,192621,12
2658,CS,SCA,2024,195027,195027,1
2658,EC,OC,2024,89493,196615,9
2658,EE,OC,2024,166805,190530,3
2658,IT,BCM,2024,190540,190540,1
2658,IT,MBC,2024,184551,188082,2
2658,IT,OC,2024,96961,181451,11
2658,IT,SC,2024,186184,186184,1
2658,IT,SCA,2024,184213,184213,1
2659,AD,MBC,2024,133230,187330,3
2659,AD,OC,2024,31219,117075,6
2659,AD,SC,2024,131367,143075,2
2659,BM,BC,2024,145190,190151,7
2659,BM,BCM,2024,168975,193793,2
2659,BM,MBC,2024,137485,196928,7
2659,BM,OC,2024,87343,133592,13
2659,BM,SC,2024,141709,187766,7
2659,BM,SCA,2024,153506,153506,1
2659,BT,MBC,2024,182819,196411,2
2659,BT,OC,2024,92231,156365,6
2659,BT,SC,2024,159006,159006,1
2659,BT,SCA,2024,183908,183908,1
2659,CS,BC,2024,145069,197169,10
2659,CS,BCM,2024,177739,186431,2
2659,CS,MBC,2024,143240,186010,9
2659,CS,OC,2024,86267,140717,15
2659,CS,SC,2024,181585,195026,3
2659,CS,SCA,2024,157750,166823,2
2659,CS,ST,2024,158336,158336,1
2659,EC,BC,2024,188435,192159,3
2659,EC,MBC,2024,168444,192659,8
2659,EC,OC,2024,48108,162801,13
2659,EC,SC,2024,184058,193045,5
2659,EC,SCA,2024,164161,175495,2
2659,EE,BC,2024,167314,190043,2
2659,EE,MBC,2024,181325,197126,3
2659,EE,OC,2024,53954,151804,6
2659,EE,SC,2024,180563,190400,3
2659,EE,ST,2024,197015,197015,1
2659,IT,BC,2024,187217,197525,7
2659,IT,MBC,2024,174893,196000,8
2659,IT,OC,2024,76398,172146,15
2659,IT,SC,2024,173563,194958,7
2659,IT,SCA,2024,177190,177190,1
2659,ME,BC,2024,186800,195607,2
2659,ME,MBC,2024,193664,196205,5
2659,ME,OC,2024,102749,177244,10
2659,ME,SC,2024,194305,197364,3
2659,ME,SCA,2024,179750,179750,1
2673,AD,BC,2024,99868,127038,11
2673,AD,BCM,2024,149356,192692,2
2673,AD,MBC,2024,84879,111566,8
2673,AD,OC,2024,37054,84008,12
2673,AD,SC,2024,103042,166058,6
2673,AD,SCA,2024,164770,178630,2
2673,AM,BC,2024,94406,123822,10
2673,AM,BCM,2024,131808,131808,1
2673,AM,MBC,2024,107349,124866,8
2673,AM,OC,2024,27917,96360,13
2673,AM,SC,2024,107021,139967,6
2673,AM,SCA,2024,159531,159531,1
2673,AM,ST,2024,169867,169867,1
2673,CE,BC,2024,167637,182236,5
2673,CE,MBC,2024,153441,161972,4
2673,CE,OC,2024,72066,151374,6
2673,CE,SC,2024,180807,184044,3
2673,CE,SCA,2024,178596,178596,1
2673,CS,BC,2024,82357,100079,16
2673,CS,BCM,2024,89552,127529,3
2673,CS,MBC,2024,85214,125937,12
2673,CS,OC,2024,23118,82312,20
2673,CS,SC,2024,85405,166555,9
2673,CS,SCA,2024,150295,156604,2
2673,CS,ST,2024,175750,175750,1
2673,EC,BC,2024,94911,150551,17
2673,EC,BCM,2024,120445,190227,2
2673,EC,MBC,2024,94116,136459,13
2673,EC,OC,2024,31343,94014,18
2673,EC,SC,2024,94588,168566,10
2673,EC,SCA,2024,153431,153431,1
2673,EC,ST,2024,118115,118115,1
2673,EE,BC,2024,145634,166267,12
2673,EE,MBC,2024,137319,160848,9
2673,EE,OC,2024,56939,131910,13
2673,EE,SC,2024,154422,163880,6
2673,EE,SCA,2024,160875,160875,1
2673,IT,BC,2024,85152,141156,10
2673,IT,BCM,2024,93256,129721,2
2673,IT,MBC,2024,84696,130708,9
2673,IT,OC,2024,21408,83852,13
2673,IT,SC,2024,84881,140964,6
2673,IT,SCA,2024,139013,139013,1
2673,ME,BC,2024,164308,180076,11
2673,ME,MBC,2024,163882,173130,8
2673,ME,OC,2024,87378,162808,13
2673,ME,SC,2024,170431,182416,6
2673,ME,SCA,2024,172885,185135,2
2673,SC,BC,2024,90478,132753,11
2673,SC,BCM,2024,107930,107930,1
2673,SC,MBC,2024,100902,132176,8
2673,SC,OC,2024,49236,89741,12
2673,SC,SC,2024,95185,144464,6
2673,SC,SCA,2024,97347,97347,1
2673,SC,ST,2024,123263,123263,1
2683,AD,MBC,2024,182499,197484,5
2683,AD,OC,2024,127631,181870,15
2683,AG,OC,2024,178974,191613,3
2683,BM,OC,2024,57336,192255,10
2683,CS,BC,2024,181146,181146,1
2683,CS,BCM,2024,185952,185952,1
2683,CS,MBC,2024,179659,195933,6
2683,CS,OC,2024,51260,179613,16
2683,CS,SC,2024,180532,180532,1
2683,EE,BC,2024,187167,187167,1
2683,EE,MBC,2024,193984,193984,1
2683,EE,OC,2024,169462,185137,6
2683,IT,BC,2024,195486,195486,1
2683,IT,MBC,2024,188848,195986,3
2683,IT,OC,2024,119808,186486,14
2683,IT,SC,2024,196827,196827,1
2683,IT,ST,2024,192053,192053,1
2683,ME,OC,2024,102211,196369,4
2702,AD,BC,2024,18780,22998,37
2702,AD,BCM,2024,13757,37893,6
2702,AD,MBC,2024,16163,32951,28
2702,AD,OC,2024,2967,18691,44
2702,AD,SC,2024,43774,126577,20
2702,AD,SCA,2024,60009,122383,3
2702,AD,ST,2024,155259,155259,1
2702,AG,BC,2024,54312,64739,5
2702,AG,MBC,2024,71573,91449,4
2702,AG,OC,2024,5228,52504,6
2702,AG,SC,2024,165898,169137,2
2702,AL,BC,2024,23933,26125,19
2702,AL,BCM,2024,33715,35214,2
2702,AL,MBC,2024,25324,33381,14
2702,AL,OC,2024,5484,23714,22
2702,AL,SC,2024,76755,127689,11
2702,AL,SCA,2024,107002,136097,3
2702,BT,BC,2024,37576,52232,19
2702,BT,BCM,2024,59137,73597,2
2702,BT,MBC,2024,44402,79254,14
2702,BT,OC,2024,8040,37529,21
2702,BT,SC,2024,43055,174726,11
2702,BT,SCA,2024,141185,149875,3
2702,CB,BC,2024,23562,26282,11
2702,CB,MBC,2024,22343,32739,7
2702,CB,OC,2024,11922,22274,11
2702,CB,SC,2024,82945,118438,5
2702,CB,SCA,2024,125139,125139,1
2702,CB,ST,2024,179216,179216,1
2702,CS,BC,2024,11841,17770,57
2702,CS,BCM,2024,14025,21790,7
2702,CS,MBC,2024,11899,20384,43
2702,CS,OC,2024,4093,11813,66
2702,CS,SC,2024,25024,102465,31
2702,CS,SCA,2024,48863,161641,6
2702,CS,ST,2024,167133,167487,2
2702,EC,BC,2024,17549,21596,37
2702,EC,BCM,2024,18242,36794,6
2702,EC,MBC,2024,14014,31783,27
2702,EC,OC,2024,8878,17299,42
2702,EC,SC,2024,48548,117102,21
2702,EC,SCA,2024,36423,110091,4
2702,EC,ST,2024,114373,153786,2
2702,EE,BC,2024,27167,30703,21
2702,EE,BCM,2024,39229,49951,3
2702,EE,MBC,2024,28817,49765,17
2702,EE,OC,2024,13837,26630,25
2702,EE,SC,2024,83917,135235,12
2702,EE,SCA,2024,100560,126806,3
2702,EE,ST,2024,141310,141310,1
2702,EI,BC,2024,32859,35437,9
2702,EI,BCM,2024,39767,39767,1
2702,EI,MBC,2024,35251,51947,7
2702,EI,OC,2024,19094,32795,11
2702,EI,SC,2024,139155,156071,6
2702,EI,SCA,2024,137431,137431,1
2702,IT,BC,2024,17602,21064,37
2702,IT,BCM,2024,21027,34143,6
2702,IT,MBC,2024,17956,31534,28
2702,IT,OC,2024,6674,17515,43
2702,IT,SC,2024,45865,118169,21
2702,IT,SCA,2024,99643,169139,4
2702,IT,ST,2024,121319,121319,1
2702,ME,BC,2024,43759,48389,9
2702,ME,BCM,2024,57857,61175,2
2702,ME,MBC,2024,43683,64032,8
2702,ME,OC,2024,33768,41408,11
2702,ME,SC,2024,102009,148125,5
2702,ME,SCA,2024,138516,138516,1
2702,MZ,BC,2024,38145,43923,9
2702,MZ,BCM,2024,94623,94623,1
2702,MZ,MBC,2024,41239,53373,7
2702,MZ,OC,2024,17259,37327,11
2702,MZ,SC,2024,134596,165903,6
2704,AD,BC,2024,41555,62796,21
2704,AD,BCM,2024,42412,66992,3
2704,AD,MBC,2024,43621,73217,16
2704,AD,OC,2024,11290,40434,24
2704,AD,SC,2024,40821,121693,12
2704,AD,SCA,2024,87296,145635,3
2704,AM,BC,2024,70020,79296,12
2704,AM,BCM,2024,77894,77894,1
2704,AM,MBC,2024,70780,88411,9
2704,AM,OC,2024,27424,68118,13
2704,AM,SC,2024,87164,160592,7
2704,AM,SCA,2024,113312,113312,1
2704,CE,BC,2024,149211,189938,6
2704,CE,BCM,2024,151641,151641,1
2704,CE,MBC,2024,186075,196451,3
2704,CE,OC,2024,54916,131237,8
2704,CE,SC,2024,175445,175445,1
2704,CS,BC,2024,47979,60700,21
2704,CS,BCM,2024,67612,77595,2
2704,CS,MBC,2024,46359,68717,16
2704,CS,OC,2024,5752,43715,23
2704,CS,SC,2024,60491,141634,12
2704,CS,SCA,2024,75897,82858,2
2704,EC,BC,2024,41802,57460,8
2704,EC,BCM,2024,65585,89426,2
2704,EC,MBC,2024,50162,67821,7
2704,EC,OC,2024,6890,40888,10
2704,EC,SC,2024,60024,99264,5
2704,EC,SCA,2024,180974,180974,1
2704,EE,BC,2024,77874,88674,7
2704,EE,MBC,2024,73606,93266,5
2704,EE,OC,2024,39364,73563,8
2704,EE,SC,2024,121745,182128,2
2704,EE,SCA,2024,99249,99249,1
2704,EV,BC,2024,102557,124436,13
2704,EV,BCM,2024,120087,175085,2
2704,EV,MBC,2024,59480,158228,9
2704,EV,OC,2024,41050,103288,15
2704,IT,BC,2024,48042,68852,11
2704,IT,BCM,2024,55043,55043,1
2704,IT,MBC,2024,46167,58740,7
2704,IT,OC,2024,12979,45607,12
2704,IT,SC,2024,96922,126563,6
2704,IT,SCA,2024,131353,131353,1
2704,ME,BC,2024,123403,192540,12
2704,ME,BCM,2024,184460,184460,1
2704,ME,MBC,2024,119792,165388,10
2704,ME,OC,2024,56454,117993,15
2704,MZ,BC,2024,74213,149098,10
2704,MZ,MBC,2024,105543,163584,8
2704,MZ,OC,2024,50534,99917,12
2704,MZ,SC,2024,166978,175113,2
2704,MZ,SCA,2024,173513,173513,1
2704,SC,BC,2024,70602,78937,11
2704,SC,BCM,2024,96728,106977,2
2704,SC,MBC,2024,75475,89883,9
2704,SC,OC,2024,10912,68359,14
2704,SC,SC,2024,79493,167122,7
2704,SC,SCA,2024,146260,146260,1
2705,AD,BC,2024,130766,184709,8
2705,AD,BCM,2024,147696,147696,1
2705,AD,MBC,2024,197047,197047,1
2705,AD,OC,2024,29233,127195,11
2705,AD,SC,2024,147700,185960,2
2705,AM,BCM,2024,191580,191580,1
2705,AM,OC,2024,100138,190447,11
2705,AM,SC,2024,193890,193890,1
2705,CE,OC,2024,114994,169596,3
2705,CS,BC,2024,169472,194843,13
2705,CS,BCM,2024,197027,197308,2
2705,CS,MBC,2024,169546,182643,3
2705,CS,OC,2024,36089,160049,26
2705,CS,SC,2024,160542,194055,10
2705,EC,BC,2024,192175,196539,2
2705,EC,OC,2024,89957,191395,11
2705,EE,OC,2024,58000,124828,3
2705,IT,BC,2024,178082,185911,4
2705,IT,BCM,2024,181380,181380,1
2705,IT,MBC,2024,185713,185713,1
2705,IT,OC,2024,27871,177621,10
2705,IT,SC,2024,182836,187678,4
2705,ME,OC,2024,181292,195410,3
2705,SC,BC,2024,156007,195469,9
2705,SC,BCM,2024,193467,193467,1
2705,SC,OC,2024,48810,155369,11
2705,SC,SC,2024,169057,193580,4
2706,AD,BC,2024,26127,30814,22
2706,AD,BCM,2024,37525,46484,2
2706,AD,MBC,2024,30954,43712,16
2706,AD,OC,2024,5793,25825,25
2706,AD,SC,2024,71528,148136,12
2706,AD,SCA,2024,128316,138548,2
2706,AM,BC,2024,30994,32799,11
2706,AM,MBC,2024,32391,45050,7
2706,AM,OC,2024,14775,30503,11
2706,AM,SC,2024,53238,137001,5
2706,AM,SCA,2024,140342,140342,1
2706,AU,BC,2024,56192,127869,12
2706,AU,BCM,2024,124468,124468,1
2706,AU,MBC,2024,105112,183492,8
2706,AU,OC,2024,76962,102965,14
2706,AU,SC,2024,174006,191416,3
2706,CE,BC,2024,67490,137985,14
2706,CE,BCM,2024,171005,171005,1
2706,CE,MBC,2024,100464,144823,10
2706,CE,OC,2024,46365,97441,16
2706,CE,SC,2024,131191,137212,2
2706,CE,SCA,2024,172045,172045,1
2706,CE,ST,2024,161233,161233,1
2706,CS,BC,2024,18662,29154,28
2706,CS,BCM,2024,33251,46605,5
2706,CS,MBC,2024,20565,43575,22
2706,CS,OC,2024,2146,18641,31
2706,CS,SC,2024,59360,151128,16
2706,CS,SCA,2024,96176,129479,4
2706,EA,BC,2024,39379,46494,14
2706,EA,BCM,2024,53696,80565,2
2706,EA,MBC,2024,43432,60603,11
2706,EA,OC,2024,29878,39300,17
2706,EA,SC,2024,152538,176524,6
2706,EC,BC,2024,6861,32442,19
2706,EC,BCM,2024,33212,47926,3
2706,EC,MBC,2024,30597,42980,15
2706,EC,OC,2024,2482,25687,22
2706,EC,SC,2024,80711,196387,11
2706,EC,SCA,2024,89314,139422,2
2706,EC,ST,2024,156014,156014,1
2706,EE,BC,2024,41262,51081,20
2706,EE,BCM,2024,56564,73958,3
2706,EE,MBC,2024,46966,69373,16
2706,EE,OC,2024,10670,41046,25
2706,EE,SC,2024,111307,185467,8
2706,EV,BC,2024,38071,44188,11
2706,EV,BCM,2024,51827,51827,1
2706,EV,MBC,2024,49211,67425,8
2706,EV,OC,2024,25426,37391,12
2706,EV,SC,2024,132068,167962,3
2706,IT,BC,2024,25110,29814,18
2706,IT,BCM,2024,36220,41024,3
2706,IT,MBC,2024,33059,45710,14
2706,IT,OC,2024,3048,24542,22
2706,IT,SC,2024,86390,156995,10
2706,IT,SCA,2024,130607,138213,2
2706,ME,BC,2024,67190,86321,12
2706,ME,BCM,2024,74708,124792,2
2706,ME,MBC,2024,73376,100708,9
2706,ME,OC,2024,18376,66050,14
2706,ME,SC,2024,145274,185926,6
2706,ME,SCA,2024,77328,77328,1
2706,SC,BC,2024,31406,34327,9
2706,SC,BCM,2024,34126,34126,1
2706,SC,MBC,2024,42818,49056,7
2706,SC,OC,2024,19815,31074,10
2706,SC,SC,2024,62921,150396,6
2707,AD,BC,2024,20981,120396,28
2707,AD,BCM,2024,110621,179555,4
2707,AD,MBC,2024,36235,119180,21
2707,AD,OC,2024,1782,89490,31
2707,AD,SC,2024,120902,195140,16
2707,AD,SCA,2024,99825,124952,3
2707,AG,BC,2024,164725,190367,4
2707,AG,MBC,2024,188500,188500,1
2707,AG,OC,2024,2569,156726,15
2707,AG,SC,2024,175696,194211,4
2707,AG,SCA,2024,156954,180526,2
2707,AM,BC,2024,126077,139745,11
2707,AM,MBC,2024,129739,147513,9
2707,AM,OC,2024,75877,125082,14
2707,AM,SC,2024,137248,193157,6
2707,AM,SCA,2024,167883,176598,2
2707,BM,BC,2024,163777,196052,11
2707,BM,MBC,2024,166366,190451,12
2707,BM,OC,2024,35281,161682,33
2707,BM,SC,2024,162987,196857,7
2707,BM,SCA,2024,181282,196716,3
2707,BT,BC,2024,148528,191322,14
2707,BT,BCM,2024,178272,192703,2
2707,BT,MBC,2024,150750,196315,8
2707,BT,OC,2024,71677,147165,17
2707,BT,SC,2024,153592,192235,3
2707,BT,SCA,2024,186085,186085,1
2707,CD,BC,2024,144075,157657,15
2707,CD,MBC,2024,144460,156131,10
2707,CD,OC,2024,77603,141417,17
2707,CD,SCA,2024,189907,189907,1
2707,CE,BC,2024,185331,196356,3
2707,CE,MBC,2024,179071,195904,4
2707,CE,OC,2024,95798,173610,9
2707,CE,SC,2024,186023,192895,2
2707,CE,SCA,2024,192778,192778,1
2707,CH,BC,2024,188047,188047,1
2707,CH,MBC,2024,177673,195343,3
2707,CH,OC,2024,32825,176459,25
2707,CH,SC,2024,184564,184564,1
2707,CJ,BC,2024,124556,171176,15
2707,CJ,MBC,2024,137383,178663,10
2707,CJ,OC,2024,66030,124040,16
2707,CJ,SC,2024,188592,188592,1
2707,CJ,SCA,2024,170478,170478,1
2707,CS,BC,2024,43164,126822,35
2707,CS,BCM,2024,107113,147931,4
2707,CS,MBC,2024,62353,140305,28
2707,CS,OC,2024,3964,101403,43
2707,CS,SC,2024,142207,196473,9
2707,CS,SCA,2024,105369,188968,3
2707,EC,BC,2024,125339,156341,29
2707,EC,BCM,2024,141535,169299,3
2707,EC,MBC,2024,126921,153894,21
2707,EC,OC,2024,40346,125137,32
2707,EC,SCA,2024,137649,185057,2
2707,EE,BC,2024,153735,178745,15
2707,EE,MBC,2024,157164,190232,11
2707,EE,OC,2024,50149,152176,17
2707,EE,SC,2024,163450,196157,5
2707,EE,SCA,2024,195666,197022,2
2707,EI,BC,2024,142963,184689,8
2707,EI,MBC,2024,145227,174992,6
2707,EI,OC,2024,40571,140161,9
2707,EI,SC,2024,160229,187056,3
2707,IT,BC,2024,113096,141182,24
