college_code,branch_code,community,predicted_closing_rank_2026
3817,AD,SCA,201865
3817,BT,BC,240418
3817,BT,MBC,231139
3817,BT,OC,175580
3817,BT,SC,248634
3817,CE,OC,246679
3817,CS,BC,220006
3817,CS,MBC,207601
3817,CS,OC,140736
3817,CS,SC,211269
3817,CS,SCA,234916
3817,CS,ST,185075
3817,EC,BC,240903
3817,EC,MBC,216869
3817,EC,OC,171082
3817,EC,SC,192768
3817,EC,SCA,194693
3817,EE,BC,246807
3817,EE,MBC,232406
3817,EE,OC,175750
3817,EE,SC,223717
3817,EE,SCA,234716
3817,ME,BC,246605
3817,ME,MBC,248332
3817,ME,OC,195763
3817,ME,SC,246283
3819,AD,BC,60404
3819,AD,MBC,79325
3819,AD,OC,40868
3819,AD,SC,128854
3819,AD,SCA,174196
3819,AM,BC,62017
3819,AM,MBC,78476
3819,AM,OC,37194
3819,AM,SC,141005
3819,AM,SCA,131025
3819,AM,ST,100475
3819,CB,BC,84666
3819,CB,MBC,100799
3819,CB,OC,55036
3819,CB,SC,150048
3819,CB,SCA,202480
3819,CE,BC,137793
3819,CE,MBC,159323
3819,CE,OC,81595
3819,CE,SC,135029
3819,CS,BC,35357
3819,CS,MBC,63313
3819,CS,OC,26154
3819,CS,SC,65884
3819,CS,SCA,197986
3819,EC,BC,59223
3819,EC,MBC,73045
3819,EC,OC,38681
3819,EC,SC,128973
3819,EC,SCA,142025
3819,EE,BC,85945
3819,EE,MBC,117359
3819,EE,OC,64287
3819,EE,SC,149194
3819,EE,SCA,210344
3819,IC,BC,89057
3819,IC,MBC,112951
3819,IC,OC,69249
3819,IC,SC,193882
3819,IT,BC,57829
3819,IT,MBC,67658
3819,IT,OC,47406
3819,IT,SC,111285
3819,IT,SCA,165850
3819,IT,ST,101658
3819,ME,BC,116081
3819,ME,MBC,132689
3819,ME,OC,86218
3819,ME,SC,166710
3820,AD,BC,244690
3820,AD,MBC,189715
3820,AD,OC,233474
3820,AD,SC,184650
3820,AD,SCA,193115
3820,AM,OC,219001
3820,CE,OC,232361
3820,CS,BC,201153
3820,CS,MBC,200622
3820,CS,OC,240543
3820,CS,SC,212335
3820,EC,BC,242321
3820,EC,MBC,132149
3820,EC,OC,233002
3820,EC,SC,228168
3820,EE,OC,225486
3820,MC,OC,164244
3820,ME,OC,213099
3820,MZ,OC,121494
3821,AD,BC,237389
3821,AD,MBC,232773
3821,AD,OC,209227
3821,AD,SC,235456
3821,AG,MBC,153944
3821,AG,OC,143234
3821,AG,SC,133883
3821,BM,BC,214558
3821,BM,MBC,138698
3821,BM,OC,205285
3821,BM,SC,246527
3821,BM,SCA,202050
3821,CE,OC,238965
3821,CS,BC,246665
3821,CS,MBC,248175
3821,CS,OC,206473
3821,CS,SC,246198
3821,EC,BC,251297
3821,EC,MBC,246517
3821,EC,OC,209758
3821,EC,SC,237745
3821,EE,OC,238350
3821,ME,BC,234036
3821,ME,MBC,238359
3821,ME,OC,238022
3821,ME,SC,237974
3822,AD,OC,201692
3822,AD,SC,223925
3822,BM,BC,228277
3822,BM,OC,178811
3822,BM,SC,227009
3822,CS,MBC,66466
3822,CS,OC,202216
3822,EC,OC,248934
3822,EE,OC,53829
3822,IT,OC,219308
3822,ME,OC,205647
3825,AD,BC,194522
3825,AD,MBC,205910
3825,AD,OC,144600
3825,AD,SC,224511
3825,AD,SCA,214157
3825,AD,ST,165172
3825,CS,BC,184246
3825,CS,MBC,238986
3825,CS,OC,126908
3825,CS,SC,232791
3825,EC,BC,192341
3825,EC,MBC,246362
3825,EC,OC,159893
3825,EC,SC,239446
3825,EE,BC,226590
3825,EE,MBC,231368
3825,EE,OC,200261
3825,EE,SC,241430
3825,IT,BC,194037
3825,IT,MBC,238336
3825,IT,OC,173227
3825,IT,SC,238292
3825,ME,BC,238417
3825,ME,MBC,243043
3825,ME,OC,222326
3825,ME,SC,239316
3826,AD,BC,150040
3826,AD,MBC,114903
3826,AD,OC,78762
3826,AD,SC,187038
3826,AD,SCA,190836
3826,AD,ST,225011
3826,AG,BC,212753
3826,AG,MBC,184244
3826,AG,OC,147749
3826,AG,SC,206745
3826,AG,SCA,217395
3826,AG,ST,176305
3826,BM,BC,156077
3826,BM,MBC,143582
3826,BM,OC,124331
3826,BM,SC,210653
3826,BM,SCA,228862
3826,BM,ST,162221
3826,CE,BC,200266
3826,CE,MBC,173229
3826,CE,OC,137796
3826,CE,SC,199603
3826,CE,SCA,168323
3826,CS,BC,135695
3826,CS,MBC,104957
3826,CS,OC,70761
3826,CS,SC,189813
3826,CS,SCA,128697
3826,CS,ST,134311
3826,EC,BC,134347
3826,EC,MBC,139723
3826,EC,OC,92343
3826,EC,SC,190104
3826,EC,SCA,193968
3826,EC,ST,70321
3826,EE,BC,165834
3826,EE,MBC,148242
3826,EE,OC,114628
3826,EE,SC,210087
3826,EE,SCA,243230
3826,EE,ST,171874
3826,IT,BC,125356
3826,IT,MBC,133826
3826,IT,OC,87598
3826,IT,SC,190236
3826,IT,SCA,168863
3826,IT,ST,214691
3826,ME,BC,184036
3826,ME,MBC,178008
3826,ME,OC,141984
3826,ME,SC,209226
3826,ME,SCA,187524
3826,ME,ST,219070
3829,AD,BC,209764
3829,AD,MBC,192474
3829,AD,OC,126953
3829,AD,SC,228837
3829,AD,SCA,163415
3829,CE,BC,244900
3829,CE,MBC,174538
3829,CE,OC,150762
3829,CE,SC,186688
3829,CS,BC,245333
3829,CS,MBC,236522
3829,CS,OC,145638
3829,CS,SC,247001
3829,CS,SCA,221535
3829,EC,BC,226213
3829,EC,MBC,237319
3829,EC,OC,137602
3829,EC,SC,244623
3829,EC,SCA,199577
3829,EE,BC,235799
3829,EE,MBC,237653
3829,EE,OC,127609
3829,EE,SC,246428
3829,EE,SCA,165966
3829,IT,BC,226319
3829,IT,MBC,248102
3829,IT,OC,166763
3829,IT,SC,240092
3829,IT,SCA,187835
3829,ME,BC,194495
3829,ME,MBC,197261
3829,ME,OC,144950
3829,ME,SC,232882
3829,ME,SCA,145916
3830,AD,BC,76430
3830,AD,MBC,112110
3830,AD,OC,57784
3830,AD,SC,202201
3830,AD,SCA,220593
3830,AL,OC,90447
3830,AL,SC,128864
3830,AM,BC,71777
3830,AM,MBC,110705
3830,AM,OC,54953
3830,AM,SC,196679
3830,AM,ST,159979
3830,CB,BC,98718
3830,CB,MBC,122032
3830,CB,OC,72038
3830,CB,SC,209917
3830,CB,SCA,92655
3830,CS,BC,63079
3830,CS,MBC,74521
3830,CS,OC,40059
3830,CS,SC,173154
3830,CS,SCA,235714
3830,CS,ST,222702
3830,EC,BC,83393
3830,EC,MBC,108891
3830,EC,OC,54567
3830,EC,SC,186205
3830,EC,SCA,129588
3830,EC,ST,170613
3830,EE,BC,115755
3830,EE,MBC,130203
3830,EE,OC,90825
3830,EE,SC,234953
3830,EE,SCA,122531
3830,IT,BC,76438
3830,IT,MBC,100117
3830,IT,OC,53958
3830,IT,SC,207405
3830,IT,SCA,74362
3830,ME,BC,130301
3830,ME,MBC,135615
3830,ME,OC,104439
3830,ME,SC,201144
3830,ME,SCA,146697
3831,AD,BC,228241
3831,AD,MBC,207334
3831,AD,OC,165297
3831,AD,SC,241538
3831,AG,BC,91688
3831,AG,OC,188035
3831,BM,BC,230171
3831,BM,MBC,237104
3831,BM,OC,215395
3831,BM,SC,230999
3831,CS,BC,243011
3831,CS,MBC,245376
3831,CS,OC,197867
3831,CS,SC,235282
3831,CS,SCA,237398
3831,EC,BC,233273
3831,EC,MBC,236638
3831,EC,OC,215998
3831,EC,SC,236818
3831,EE,OC,209605
3831,IT,BC,248359
3831,IT,MBC,245042
3831,IT,OC,220452
3831,IT,SC,247068
3831,IT,SCA,147081
3831,ME,BC,231302
3831,ME,MBC,222370
3831,ME,OC,209321
3831,ME,SC,236398
3833,AE,BC,144672
3833,AE,OC,246151
3833,CE,OC,249956
3833,CS,BC,247578
3833,CS,MBC,249986
3833,CS,OC,179451
3833,CS,SC,235087
3833,CS,SCA,195445
3833,EC,BC,234901
3833,EC,MBC,141830
3833,EC,OC,187360
3833,EC,SC,242919
3833,EE,OC,210400
3833,IT,BC,245098
3833,IT,MBC,243140
3833,IT,OC,189338
3833,IT,SC,192262
3833,ME,OC,241728
3841,AD,BC,128134
3841,AD,MBC,157277
3841,AD,OC,90630
3841,AD,SC,214738
3841,AD,SCA,166442
3841,CE,BC,205295
3841,CE,MBC,218100
3841,CE,OC,162485
3841,CE,SC,212497
3841,CS,BC,119668
3841,CS,MBC,161831
3841,CS,OC,80296
3841,CS,SC,215774
3841,CS,SCA,202788
3841,CS,ST,139287
3841,DA,OC,178419
3841,DA,SC,232405
3841,EC,BC,120854
3841,EC,MBC,147344
3841,EC,OC,74685
3841,EC,SC,208086
3841,EC,SCA,142558
3841,ME,BC,185599
3841,ME,MBC,223838
3841,ME,OC,152238
3841,ME,SC,237001
3843,AD,BC,227966
3843,AD,MBC,148230
3843,AD,OC,119987
3843,AD,SC,178471
3843,AD,ST,188779
3843,AM,BC,190182
3843,AM,MBC,167828
3843,AM,OC,109951
3843,AM,SC,227600
3843,BM,BC,196086
3843,BM,MBC,210438
3843,BM,OC,149446
3843,BM,SC,179656
3843,CE,BC,247186
3843,CE,MBC,207020
3843,CE,OC,186842
3843,CE,SC,227800
3843,CS,BC,245412
3843,CS,MBC,178118
3843,CS,OC,141403
3843,CS,SC,221421
3843,EC,BC,242243
3843,EC,MBC,194989
3843,EC,OC,154090
3843,EC,SC,246262
3843,EE,BC,245444
3843,EE,MBC,202849
3843,EE,OC,134261
3843,EE,SC,212598
3843,IT,BC,206204
3843,IT,MBC,178977
3843,IT,OC,142100
3843,IT,SC,235995
3843,IT,ST,190743
3843,ME,BC,246421
3843,ME,MBC,206032
3843,ME,OC,171515
3843,ME,SC,245129
3844,AD,BC,230041
3844,AD,MBC,211489
3844,AD,OC,196548
3844,AD,SC,202178
3844,BM,BC,190820
3844,BM,MBC,226641
3844,BM,OC,246173
3844,BM,SC,195467
3844,BM,SCA,186180
3844,CS,BC,239458
3844,CS,MBC,244639
3844,CS,OC,177769
3844,CS,SC,230712
3844,EC,BC,230636
3844,EC,MBC,243368
3844,EC,OC,180776
3844,EC,SC,228265
3844,EE,MBC,171744
3844,EE,OC,239324
3844,IT,BC,237472
3844,IT,MBC,250966
3844,IT,OC,226980
3844,IT,SC,238768
3844,IT,SCA,228912
3844,ME,OC,246691
3844,SC,BC,214921
3844,SC,MBC,215248
3844,SC,OC,203651
3844,SC,SC,192605
3845,AD,BC,235202
3845,AD,MBC,232097
3845,AD,OC,174454
3845,AD,SC,220151
3845,AD,SCA,215714
3845,AM,BC,244328
3845,AM,MBC,230624
3845,AM,OC,227518
3845,AM,SC,239264
3845,AM,SCA,238284
3845,BM,BC,184508
3845,BM,MBC,225286
3845,BM,OC,152661
3845,BM,SC,165169
3845,CS,BC,210090
3845,CS,MBC,181683
3845,CS,OC,129890
3845,CS,SC,226687
3845,CS,SCA,237384
3845,EC,BC,234581
3845,EC,MBC,231897
3845,EC,OC,219876
3845,EC,SC,226522
3845,EE,BC,228951
3845,EE,MBC,238416
3845,EE,OC,190641
3845,EE,SC,231294
3845,IT,BC,235597
3845,IT,MBC,212806
3845,IT,OC,183632
3845,IT,SC,221817
3845,IT,SCA,186636
3845,ME,OC,240036
3845,ME,SC,238657
3845,SC,BC,234152
3845,SC,MBC,193722
3845,SC,OC,196128
3845,SC,SC,224195
3846,AD,BC,253642
3846,AD,MBC,255717
3846,AD,OC,174649
3846,AD,SC,217618
3846,AD,SCA,194302
3846,CB,BC,230635
3846,CB,MBC,194927
3846,CB,OC,230394
3846,CB,SC,197356
3846,CE,OC,244095
3846,CS,BC,230928
3846,CS,MBC,243746
3846,CS,OC,164498
3846,CS,SC,233681
3846,CS,SCA,183273
3846,EC,BC,236808
3846,EC,MBC,235267
3846,EC,OC,194370
3846,EC,SC,238243
3846,EE,OC,244116
3846,ME,OC,245548
3846,RM,OC,229747
3848,AD,OC,246896
3848,CE,OC,170159
3848,CS,BC,79366
3848,CS,MBC,224023
3848,CS,OC,193422
3848,CS,SC,210441
3848,EC,OC,240034
3848,EE,OC,174659
3848,IT,OC,253317
3848,ME,OC,247437
3849,AD,BC,196006
3849,AD,MBC,238203
3849,AD,OC,232169
3849,AD,SC,247031
3849,CE,OC,231138
3849,CS,BC,240083
3849,CS,MBC,209610
3849,CS,OC,239017
3849,CS,SC,204058
3849,EC,BC,231781
3849,EC,MBC,229572
3849,EC,OC,226250
3849,EC,SC,234568
3849,EE,OC,245270
3849,IT,BC,210575
3849,IT,MBC,199310
3849,IT,OC,242849
3849,IT,SC,201733
3849,ME,OC,203502
3849,SC,OC,238446
3850,AD,OC,207953
3850,CS,OC,152420
3850,EC,OC,170506
3850,IT,MBC,193666
3850,IT,OC,196853
3852,AD,BC,229466
3852,AD,MBC,225114
3852,AD,OC,183779
3852,CE,OC,180811
3852,CS,BC,244936
3852,CS,MBC,225789
3852,CS,OC,128545
3852,CS,SC,244687
3852,EC,MBC,147357
3852,EC,OC,221921
3852,EC,SC,140590
3852,EE,OC,151759
3852,IT,BC,246002
3852,IT,MBC,250099
3852,IT,OC,182342
3852,IT,SC,239225
3854,AD,BC,194282
3854,AD,OC,254551
3854,AD,SC,237921
3854,AG,OC,208363
3854,CE,OC,107445
3854,CS,BC,152855
3854,CS,MBC,155114
3854,CS,OC,212788
3854,EE,OC,197052
3854,IT,OC,240709
3854,ME,OC,249295
3854,SC,OC,251341
3855,AD,OC,214757
3855,CS,BC,145498
3855,CS,MBC,153879
3855,CS,OC,240456
3855,CS,SC,154771
3855,EC,OC,247168
3855,EE,OC,127068
3855,IT,BC,165360
3855,IT,OC,154551
3855,IT,SC,161439
3855,ME,OC,151694
3855,SC,OC,209575
3857,AG,OC,134964
3857,AM,BC,196275
3857,AM,MBC,206662
3857,AM,OC,246274
3857,BM,BC,184764
3857,BM,MBC,194558
3857,BM,OC,232926
3857,BM,SC,189452
3857,CE,OC,201786
3857,CS,BC,245138
3857,CS,MBC,238509
3857,CS,OC,212666
3857,CS,SC,242290
3857,CS,SCA,208449
3857,EC,OC,232826
3857,EC,SC,187649
3857,EE,OC,242683
3857,ME,OC,240154
3859,CS,OC,196695
3859,EC,OC,120859
3859,EE,OC,115438
3860,AM,BC,232709
3860,AM,MBC,227314
3860,AM,OC,181984
3860,AM,SC,225690
3860,AM,ST,205669
3860,CS,BC,211955
3860,CS,MBC,234034
3860,CS,OC,190954
3860,CS,SC,230843
3860,EC,BC,154410
3860,EC,MBC,152629
3860,EC,OC,243305
3860,EC,SC,154865
3860,EE,OC,236590
3860,EE,SC,232388
3860,ME,OC,241852
3905,AD,BC,158277
3905,AD,MBC,206918
3905,AD,OC,143351
3905,AD,SC,234083
3905,AD,SCA,129629
3905,CE,BC,250507
3905,CE,OC,189833
3905,CE,SC,240469
3905,CS,BC,133854
3905,CS,MBC,245090
3905,CS,OC,103021
3905,CS,SC,219788
3905,EC,BC,223884
3905,EC,MBC,238486
3905,EC,OC,167496
3905,EC,SC,247467
3905,EC,SCA,169607
3905,EE,BC,206360
3905,EE,MBC,191511
3905,EE,OC,243446
3905,EE,SC,206970
3905,EE,SCA,195628
3905,IT,BC,164269
3905,IT,MBC,208137
3905,IT,OC,130193
3905,IT,SC,219466
3905,ME,BC,244761
3905,ME,MBC,242881
3905,ME,OC,229503
3905,ME,SC,243650
3908,AD,BC,162557
3908,AD,MBC,189351
3908,AD,OC,95925
3908,AD,SC,235704
3908,AD,SCA,210126
3908,CE,BC,245402
3908,CE,MBC,246596
3908,CE,OC,184309
3908,CE,SC,225997
3908,CS,BC,125733
3908,CS,MBC,134068
3908,CS,OC,91547
3908,CS,SC,237270
3908,CS,SCA,120294
3908,EC,BC,170195
3908,EC,MBC,208177
3908,EC,OC,139566
3908,EC,SC,205533
3908,EE,BC,204003
3908,EE,MBC,194015
3908,EE,OC,245625
3908,EE,SC,182267
3908,IT,BC,136638
3908,IT,MBC,214517
3908,IT,OC,117446
3908,IT,SC,210191
3908,ME,BC,223562
3908,ME,MBC,246308
3908,ME,OC,200768
3908,ME,SC,221148
3918,AD,BC,197672
3918,AD,MBC,203682
3918,AD,OC,149139
3918,AD,SC,194760
3918,AM,BC,227394
3918,AM,MBC,241498
3918,AM,OC,187887
3918,AM,SC,252835
3918,CE,BC,231465
3918,CE,OC,239744
3918,CS,BC,234492
3918,CS,MBC,199724
3918,CS,OC,129690
3918,CS,SC,216084
3918,EC,BC,225603
3918,EC,MBC,227635
3918,EC,OC,172529
3918,EC,SC,225064
3918,EC,SCA,189214
3918,EE,BC,235736
3918,EE,OC,242302
3918,IT,BC,170844
3918,IT,MBC,222204
3918,IT,OC,122815
3918,IT,SC,230449
3918,ME,BC,235742
3918,ME,MBC,251367
3918,ME,OC,242031
3918,ME,SC,235356
3918,SC,BC,235939
3918,SC,MBC,215092
3918,SC,OC,174605
3918,SC,SC,251108
3920,AD,BC,247089
3920,AD,MBC,242184
3920,AD,OC,207217
3920,AD,SC,245246
3920,AM,OC,225016
3920,CE,BC,230132
3920,CE,OC,232471
3920,CE,SC,230830
3920,CS,BC,243217
3920,CS,MBC,244179
3920,CS,OC,169896
3920,CS,SC,245118
3920,CS,SCA,216075
3920,EC,BC,230303
3920,EC,MBC,223346
3920,EC,OC,172020
3920,EC,SC,227861
3920,EE,BC,175424
3920,EE,MBC,167458
3920,EE,OC,225349
3920,IT,BC,233701
3920,IT,MBC,214724
3920,IT,OC,186425
3920,IT,SC,233375
3920,ME,OC,243712
3920,SC,OC,238101
3923,AD,OC,195985
3923,AG,OC,187868
3923,CS,OC,213934
3923,EC,OC,220316
3926,AD,BC,239536
3926,AD,MBC,238502
3926,AD,OC,227989
3926,AD,SC,237604
3926,AD,SCA,237766
3926,CE,BC,236522
3926,CE,MBC,220624
3926,CE,OC,205145
3926,CE,SC,248856
3926,CS,BC,235139
3926,CS,MBC,240188
3926,CS,OC,207861
3926,CS,SC,246406
3926,EC,BC,248552
3926,EC,MBC,176531
3926,EC,OC,248688
3926,EC,SC,152588
3926,EC,SCA,142503
3926,EE,OC,244770
3926,IT,BC,229583
3926,IT,MBC,232723
3926,IT,OC,227480
3926,IT,SC,239036
3926,ME,BC,234379
3926,ME,MBC,238549
3926,ME,OC,236129
3926,ME,SC,236707
4020,AD,BC,53927
4020,AD,MBC,60918
4020,AD,OC,31032
4020,AD,SC,95152
4020,AD,SCA,135615
4020,CS,BC,45536
4020,CS,MBC,45766
4020,CS,OC,26650
4020,CS,SC,59265
4020,CS,SCA,71285
4020,CS,ST,228587
4020,EC,BC,56184
4020,EC,MBC,64646
4020,EC,OC,35082
4020,EC,SC,80584
4020,EC,SCA,163147
4020,EC,ST,98340
4020,GI,BC,109277
4020,GI,MBC,113803
4020,GI,OC,77789
4020,GI,SC,149034
4020,GI,SCA,148722
4020,GI,ST,126133
4020,ME,BC,100603
4020,ME,MBC,123214
4020,ME,OC,68974
4020,ME,SC,154468
4020,ME,SCA,244635
4020,ME,ST,183228
4023,CE,BC,169933
4023,CE,MBC,193048
4023,CE,OC,110450
4023,CE,SC,205665
4023,CS,BC,61286
4023,CS,MBC,95306
4023,CS,OC,43199
4023,CS,SC,127477
4023,CS,SCA,239381
4023,CS,ST,195068
4023,EC,BC,76867
4023,EC,MBC,116468
4023,EC,OC,55832
4023,EC,SC,171240
4023,EC,SCA,202898
4023,EE,BC,120935
4023,EE,MBC,127392
4023,EE,OC,82769
4023,EE,SC,170382
4023,IT,BC,79943
4023,IT,MBC,88021
4023,IT,OC,62491
4023,IT,SC,168088
4023,IT,SCA,81147
4023,ME,BC,145037
4023,ME,MBC,167745
4023,ME,OC,119260
4023,ME,SC,216246
4023,XC,BC,237585
4023,XC,MBC,215042
4023,XC,OC,141730
4023,XC,SC,162560
4023,XM,BC,237215
4023,XM,MBC,238704
4023,XM,OC,191203
4023,XM,SC,230723
4024,CE,BC,214162
4024,CE,MBC,184139
4024,CE,OC,123634
4024,CE,SC,229540
4024,CS,BC,69350
4024,CS,MBC,79255
4024,CS,OC,43309
4024,CS,SC,117067
4024,EC,BC,75281
4024,EC,MBC,122871
4024,EC,OC,58393
4024,EC,SC,164994
4024,EC,SCA,200665
4024,EE,BC,124814
4024,EE,MBC,159323
4024,EE,OC,79349
4024,EE,SC,201579
4024,EE,SCA,111452
4024,ME,BC,166495
4024,ME,MBC,176429
4024,ME,OC,110816
4024,ME,SC,160577
4024,XC,BC,247544
4024,XC,MBC,227861
4024,XC,OC,131545
4024,XC,SC,216273
4024,XM,BC,214030
4024,XM,MBC,214021
4024,XM,OC,216501
4669,AD,BC,227120
4669,AD,MBC,224088
4669,AD,OC,204854
4669,CE,OC,239315
4669,CS,BC,246713
4669,CS,MBC,238711
4669,CS,OC,179367
4669,CS,SC,218084
4669,EC,BC,242227
4669,EC,MBC,241997
4669,EC,OC,202747
4669,EC,SC,165245
4669,EE,MBC,150737
4669,EE,OC,247277
4669,EE,SC,156240
4669,IT,OC,235504
4669,ME,BC,155019
4669,ME,MBC,148853
4669,ME,OC,246721
4669,ME,SC,155760
4669,SC,BC,233709
4669,SC,OC,238409
4670,AD,BC,142660
4670,AD,MBC,221591
4670,AD,OC,100565
4670,AD,SC,93391
4670,AG,BC,230839
4670,AG,MBC,212241
4670,AG,OC,188157
4670,AG,SC,187952
4670,AM,BC,116051
4670,AM,MBC,177976
4670,AM,OC,99650
4670,AM,SC,177615
4670,BM,BC,161606
4670,BM,MBC,213995
4670,BM,OC,141334
4670,BM,SC,165024
4670,CE,BC,230284
4670,CE,MBC,241964
4670,CE,OC,156095
4670,CE,SC,182519
4670,CE,SCA,187678
4670,CS,BC,119661
4670,CS,MBC,198644
4670,CS,OC,80813
4670,CS,SC,184937
4670,CS,SCA,205794
4670,EC,BC,100069
4670,EC,MBC,173699
4670,EC,OC,81566
4670,EC,SC,236144
4670,EE,BC,136504
4670,EE,MBC,201334
4670,EE,OC,123767
4670,EE,SC,175919
4670,EE,SCA,162512
4670,ME,BC,188844
4670,ME,MBC,237354
4670,ME,OC,142289
4670,ME,SC,211902
4672,AD,BC,253604
4672,AD,MBC,256523
4672,AD,OC,166900
4672,AD,SC,231505
4672,CE,BC,247783
4672,CE,MBC,245261
4672,CE,OC,228808
4672,CS,BC,222023
4672,CS,MBC,246158
4672,CS,OC,137847
4672,CS,SC,242236
4672,CS,SCA,141208
4672,EC,BC,191762
4672,EC,MBC,238376
4672,EC,OC,147644
4672,EC,SC,156965
4672,EC,SCA,141761
4672,EE,BC,242808
4672,EE,MBC,238572
4672,EE,OC,197613
4672,EE,SC,242181
4672,EE,SCA,139888
4672,ME,BC,228227
4672,ME,MBC,239810
4672,ME,OC,185278
4672,ME,SC,224857
4675,AD,BC,228604
4675,AD,MBC,218373
4675,AD,OC,146390
4675,CB,OC,189404
4675,CE,OC,226018
4675,CS,BC,240099
4675,CS,MBC,246913
4675,CS,OC,196415
4675,CS,SC,187717
4675,EC,BC,208365
4675,EC,MBC,153977
4675,EC,OC,244400
4675,EC,SC,172142
4675,EC,SCA,150097
4675,EE,OC,241354
4675,ME,OC,245001
4676,AD,BC,172611
4676,AD,MBC,236881
4676,AD,OC,115067
4676,AD,SC,221181
4676,CS,BC,238836
4676,CS,MBC,239052
4676,CS,OC,128925
4676,CS,SC,235645
4676,CS,SCA,209116
4676,EC,BC,229679
4676,EC,MBC,238192
4676,EC,OC,133868
4676,EC,SC,185777
4676,EC,SCA,183942
4676,EE,BC,199113
4676,EE,MBC,244596
4676,EE,OC,197253
4676,EE,SC,213895
4676,ME,BC,251942
4676,ME,MBC,239531
4676,ME,OC,189338
4677,AD,BC,257914
4677,AD,MBC,247511
4677,AD,OC,234709
4677,AD,SC,247280
4677,CS,BC,201526
4677,CS,MBC,188238
4677,CS,OC,145890
4677,CS,SC,224094
4677,EC,BC,206418
4677,EC,MBC,192370
4677,EC,OC,163405
4677,EE,BC,251433
4677,EE,OC,229077
4677,IT,BC,251317
4677,IT,MBC,191805
4677,IT,OC,227400
4677,ME,OC,173782
4678,AD,BC,195504
4678,AD,MBC,114014
4678,AD,OC,68215
4678,AD,SC,206715
4678,AD,SCA,150369
4678,AM,BC,115888
4678,AM,MBC,123841
4678,AM,OC,91141
4678,AM,SC,219629
4678,CB,BC,152171
4678,CB,MBC,141048
4678,CB,OC,103879
4678,CB,SC,242086
4678,CE,BC,238725
4678,CE,MBC,170093
4678,CE,OC,113709
4678,CE,SC,209327
4678,CE,SCA,129067
4678,CS,BC,97548
4678,CS,MBC,110632
4678,CS,OC,60435
4678,CS,SC,203202
4678,CS,SCA,87311
4678,CS,ST,120015
4678,EC,BC,109709
4678,EC,MBC,109417
4678,EC,OC,63351
4678,EC,SC,212802
4678,EC,SCA,211911
4678,EE,BC,133359
4678,EE,MBC,140288
4678,EE,OC,106934
4678,EE,SC,233500
4678,EE,SCA,153422
4678,IT,BC,113324
4678,IT,MBC,101610
4678,IT,OC,73553
4678,IT,SC,195789
4678,ME,BC,205483
4678,ME,MBC,160242
4678,ME,OC,115814
4678,ME,SC,190565
4680,AD,BC,144145
4680,AD,MBC,149140
4680,AD,OC,94827
4680,AD,SC,239628
4680,AD,SCA,189418
4680,CE,BC,217660
4680,CE,MBC,224828
4680,CE,OC,168040
4680,CE,SC,228448
4680,CS,BC,194171
4680,CS,MBC,164215
4680,CS,OC,100247
4680,CS,SC,231323
4680,CS,SCA,153794
4680,EC,BC,137339
4680,EC,MBC,145749
4680,EC,OC,78972
4680,EC,SC,145326
4680,EC,SCA,140842
4680,EE,BC,156454
4680,EE,MBC,210405
4680,EE,OC,152817
4680,EE,SC,234110
4680,EE,SCA,159025
4680,IT,BC,147717
4680,IT,MBC,157926
4680,IT,OC,106259
4680,IT,SC,214541
4680,IT,SCA,196141
4680,ME,BC,213072
4680,ME,MBC,207308
4680,ME,OC,177920
4680,ME,SC,238945
4680,ME,SCA,225266
4680,SC,BC,145394
4680,SC,MBC,145568
4680,SC,OC,97583
4680,SC,SC,236637
4680,SC,SCA,187932
4686,AD,BC,234651
4686,AD,MBC,208225
4686,AD,OC,213269
4686,CE,OC,148145
4686,CS,BC,239883
4686,CS,MBC,237809
4686,CS,OC,230060
4686,CS,SC,176236
4686,EC,OC,242851
4686,IT,OC,220586
4686,ME,OC,198677
4864,AD,BC,187059
4864,AD,MBC,237290
4864,AD,OC,148305
4864,AD,SC,154769
4864,CE,BC,237447
4864,CE,OC,241760
4864,CS,BC,190325
4864,CS,MBC,244243
4864,CS,OC,109409
4864,CS,SC,239325
4864,CS,SCA,215289
4864,EC,BC,197062
4864,EC,MBC,244858
4864,EC,OC,140462
4864,EC,SC,248554
4864,EE,BC,233294
4864,EE,MBC,220800
4864,EE,OC,209395
4864,ME,BC,191790
4864,ME,MBC,154616
4864,ME,OC,247289
4864,ME,SC,174716
4917,AD,BC,124602
4917,AD,MBC,168142
4917,AD,OC,99569
4917,AD,SC,241485
4917,AD,SCA,193210
4917,AG,BC,194989
4917,AG,MBC,228997
4917,AG,OC,149433
4917,AG,SC,215179
4917,AM,BC,138102
4917,AM,MBC,173028
4917,AM,OC,105785
4917,AM,SC,130097
4917,AM,SCA,215530
4917,BM,BC,163763
4917,BM,MBC,210850
4917,BM,OC,128423
4917,BM,SC,230606
4917,BT,BC,156221
4917,BT,MBC,210897
4917,BT,OC,148224
4917,BT,SC,173762
4917,CB,BC,149198
4917,CB,MBC,186710
4917,CB,OC,128987
4917,CB,SC,156517
4917,CD,BC,148905
4917,CD,MBC,190276
4917,CD,OC,130685
4917,CE,BC,163726
4917,CE,MBC,187868
4917,CE,OC,133757
4917,CE,SC,225180
4917,CH,OC,154328
4917,CI,BC,150247
4917,CI,MBC,175348
4917,CI,OC,140498
4917,CI,SC,154662
