college_code,college_name_full,college_name_short,college_type,district
2662,"Dr. Nagarathinams College of Engineering, Anadhagoundam Palayam, Minakkal Post, Rasipuram, Namakkal District 637505",Dr. Nagarathinams College of Engineering,Self Financing Engineering Colleges,Namakkal
2665,"Mahendra Institute of Engineering and Technology, Mahendrapuri, Mallasamudram, Namakkal District 637503",Mahendra Institute of Engineering and Technology,Self Financing Engineering Colleges,Namakkal
2667,Excel College Of Architecture And Planning,Excel College Of Architecture And Planning,Self Financing Engineering Colleges,
2673,"Sree Sakthi Engineering College, Bettathapuram, Bilichi Village, Karamadai, Coimbatore District 641104",Sree Sakthi Engineering College,Self Financing Engineering Colleges,Coimbatore
2683,"Shreenivasa Engineering College, B Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District 635301",Shreenivasa Engineering College,Self Financing Engineering Colleges,Dharmapuri
2684,"Tips School of Architecture, 361/1a, karuvalur road, ss kulam post, coimbatore – 641107.",Tips School of Architecture,Self Financing Engineering Colleges,Coimbatore
2702,"Bannari Amman Institute of Technology (Autonomous), Sathyamanagalam, Erode District 638401",Bannari Amman Institute of Technology (Autonomous),Self Financing Engineering Colleges,Erode
2704,"Coimbatore Institute of Engineering and Technolgoy (Autonomous), Narasipuram Post, Coimbatore District 641109",Coimbatore Institute of Engineering and Technolgoy (Autonomous),Self Financing Engineering Colleges,Coimbatore
2705,"C S I College of Engineering, Ketti, The Nilgiris 643215",C S I College of Engineering,Self Financing Engineering Colleges,Nilgiris
2706,"Dr. Mahalingam College of Engineering and Technology (Autonomous), Mackinaickenpatti Post, Pollachi Taluk, Coimbatore District 642003",Dr. Mahalingam College of Engineering and Technology (Autonomous),Self Financing Engineering Colleges,Coimbatore
2707,"Erode Sengunthar Engineering College (Autonomous), Thudupathi Post, Erode District 638057",Erode Sengunthar Engineering College (Autonomous),Self Financing Engineering Colleges,Erode
2708,"Hindusthan College of Engineering and Technology (Autonomous), Othakkalmandapam Post, Coimbatore District 641032",Hindusthan College of Engineering and Technology (Autonomous),Self Financing Engineering Colleges,Coimbatore
2709,"Government Engineering College, Erode District 638316",Government Engineering College,Government Colleges,Erode
2710,"Karpagam College of Engineering (Autonomous), Othakkalmandapam, Coimbatore District 641032",Karpagam College of Engineering (Autonomous),Self Financing Engineering Colleges,Coimbatore
2711,"Kongu Engineering College (Autonomous), Perundurai, Erode District 638052",Kongu Engineering College (Autonomous),Self Financing Engineering Colleges,Erode
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti Post, Coimbatore District 641006",Kumaraguru College of Technology (Autonomous),Self Financing Engineering Colleges,Coimbatore
2713,"M P Nachimuthu M Jagannathan Engineering College, Chennimalai, Erode District 638112",M P Nachimuthu M Jagannathan Engineering College,Self Financing Engineering Colleges,Erode
2715,"Nandha Engineering College (Autonomous), Pitchandampalayam Post, Erode District 638052",Nandha Engineering College (Autonomous),Self Financing Engineering Colleges,Erode
2716,"Park College of Engineering and Technology, Kaniyur, Coimbatore District 641659",Park College of Engineering and Technology,Self Financing Engineering Colleges,Coimbatore
2717,"Sasurie College of Engineering, Vijayamangalam, Tiruppur District 638056",Sasurie College of Engineering,Self Financing Engineering Colleges,Tiruppur
2718,"Sri Krishna College of Enginering and Technology (Autonomous) , Kuniamuthur, Coimbatore District 641008",Sri Krishna College of Enginering and Technology (Autonomous),Self Financing Engineering Colleges,Coimbatore
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, Coimbatore District 641022",Sri Ramakrishna Engineering College (Autonomous),Self Financing Engineering Colleges,Coimbatore
2721,"Tamilnadu College of Engineering, Karumathampatti Post, Coimbatore District 641659",Tamilnadu College of Engineering,Self Financing Engineering Colleges,Coimbatore
2722,"Sri Krishna College of Technology (Autonomous) , Kovaipudur Post, Coimbatore District 641042",Sri Krishna College of Technology (Autonomous),Self Financing Engineering Colleges,Coimbatore
2723,"Velalar College of Engineering and Technology (Autonomous), Thindal Post, Erode District 638009",Velalar College of Engineering and Technology (Autonomous),Self Financing Engineering Colleges,Erode
2725,"Sri Ramakrishna Institute of Technology (Autonomous), Pachapalayam, Coimbatore District 641010",Sri Ramakrishna Institute of Technology (Autonomous),Self Financing Engineering Colleges,Coimbatore
2726,"S N S College of Technology (Autonomous), Kalappatti Post, Coimbatore District 641035",S N S College of Technology (Autonomous),Self Financing Engineering Colleges,Coimbatore
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), L&T Bye-Pass, Venkitapuram Post, Comibatore District 641062",Sri Shakthi Institute of Engineering and Technology (Autonomous),Self Financing Engineering Colleges,
2728,"Tamilnadu School of Architecture, Karumathampatti Post, Coimbatore District 641659",Tamilnadu School of Architecture,Self Financing Engineering Colleges,Coimbatore
2729,"Nehru Institute of Engineering and Technology, Thirumalayampalayam Post, Coimbatore District 641105",Nehru Institute of Engineering and Technology,Self Financing Engineering Colleges,Coimbatore
2731,"R V S College of Engineering and Technology, Kannampalayam, Sulur, Coimbatore District 641402",R V S College of Engineering and Technology,Self Financing Engineering Colleges,Coimbatore
2732,"INFO Institute of Engineering, Sarkar Samakulam, Coimbatore District 641107",INFO Institute of Engineering,Self Financing Engineering Colleges,Coimbatore
2733,"Angel College of Engineering and Technology, P.K.Palayam, Ugayanur Village, Tirupur District 641 665",Angel College of Engineering and Technology,Self Financing Engineering Colleges,
2734,"S N S College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore District 641107",S N S College of Engineering (Autonomous),Self Financing Engineering Colleges,Coimbatore
2735,"Karpagam Institute of Technology, Seerapalayam Village, L&T By pass Road, Coimbatore District 641021",Karpagam Institute of Technology,Self Financing Engineering Colleges,Coimbatore
2736,"Dr. N G P Institute of Technology, Kalapatti Road, Coimbatore District 641035",Dr. N G P Institute of Technology,Self Financing Engineering Colleges,Coimbatore
2737,"Sri Sai Ranganathan Engineering College, Zahirnaickenpalayam Village, Viraliyur Post, Thondamuthur Via, Coimbatore District 641109",Sri Sai Ranganathan Engineering College,Self Financing Engineering Colleges,Coimbatore
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur (Via), Kinathukadavu, Coimbatore District 641202",Sri Eshwar College of Engineering (Autonomous),Self Financing Engineering Colleges,Coimbatore
2740,"Hindustan Institute of Technology (Autonomous), Othakkalmandapam, Coimbatore District 641032",Hindustan Institute of Technology (Autonomous),Self Financing Engineering Colleges,Coimbatore
2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi, Coimbatore District 642002",P A College of Engineering and Technology (Autonomous),Self Financing Engineering Colleges,Coimbatore
2743,"Dhanalakshmi Srinivasan College of Engineering, NH47, Palakkad Main Road, Navakkarai Post, Near Nandhi Temple, Coimbatore District 641105",Dhanalakshmi Srinivasan College of Engineering,Self Financing Engineering Colleges,Coimbatore
2744,"Adithya Institute of Technology, Kurumbapalayam Village, Coimbatore District 641107",Adithya Institute of Technology,Self Financing Engineering Colleges,Coimbatore
2745,"Kathir College of Engineering, Neelambur, Avinashi Road, Coimbatore District 641062",Kathir College of Engineering,Self Financing Engineering Colleges,Coimbatore
2747,"Shree Venkateshwara Hi-Tech Engineering College, Othakuthirai, K Mettupalayam Post, Gobichettipalayam, Erode District 638455",Shree Venkateshwara Hi-Tech Engineering College,Self Financing Engineering Colleges,Erode
2748,"Surya Engineering College, Mettukadai, Kathirampatti Post, Erode District 638107",Surya Engineering College,Self Financing Engineering Colleges,Erode
2749,"EASA College of Engineering and Technology, NH-47, Coimbatore- Palakkad Main Road, Navakarai Post, Coimbatore District 641105",EASA College of Engineering and Technology,Self Financing Engineering Colleges,Coimbatore
2750,"KIT-Kalaignar Karunanidhi Institute of Technology (Autonomous), Kannampalayam, Coimbatore District 641402",KIT-Kalaignar Karunanidhi Institute of Technology (Autonomous),Self Financing Engineering Colleges,Coimbatore
2751,"KGISL Institute of Technology, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore District 641035",KGISL Institute of Technology,Self Financing Engineering Colleges,Coimbatore
2752,"Nandha College of Technology, Pitchandampalayam Post, Erode District 638052",Nandha College of Technology,Self Financing Engineering Colleges,Erode
2753,"P P G Institute of Technology, Vilankurichi Village, Coimbatore District 641035",P P G Institute of Technology,Self Financing Engineering Colleges,Coimbatore
2755,"Nehru Institute of Technology, Thirumalayampalayam Post, Coimbatore District 641105",Nehru Institute of Technology,Self Financing Engineering Colleges,Coimbatore
2758,"J K K Muniraja College of Technology, T N Palayam, Gobi Taluk, Erode District 638506",J K K Muniraja College of Technology,Self Financing Engineering Colleges,Erode
2759,"McGans Ooty School Of Architecture, Summer House Road, Ooty, The Nilgiris 643001",McGans Ooty School Of Architecture,Self Financing Engineering Colleges,Nilgiris
2761,"United Institute of Technology, Gadalore Village, Perianaickenpalayam, Coimbatore District 641020",United Institute of Technology,Self Financing Engineering Colleges,Coimbatore
2762,"Jansons Institute of Technology, Karumathampatty, Somaur, Coimbatore District 641659",Jansons Institute of Technology,Self Financing Engineering Colleges,Coimbatore
2763,"Akshaya College of Engineering and Technology, Kinathukadavu, Coimbatore District 642109",Akshaya College of Engineering and Technology,Self Financing Engineering Colleges,Coimbatore
2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur Panchayat, Coimbatore District 641407",K P R Institute of Engineering and Technology (Autonomous),Self Financing Engineering Colleges,Coimbatore
2767,"SRG Engineering College, Aniyapuram Post, Namakkal District 637017",SRG Engineering College,Self Financing Engineering Colleges,Namakkal
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatty, Coimbatore District 641059",Park College of Technology,Self Financing Engineering Colleges,Coimbatore
2769,"J C T College of Engineering and Technology, Pichanur, Coimbatore District 641105",J C T College of Engineering and Technology,Self Financing Engineering Colleges,Coimbatore
2770,"Study World College of Engineering, Madukarai Post, Coimbatore - 641 105.",Study World College of Engineering,Self Financing Engineering Colleges,Coimbatore
2772,"C M S College of Engineering and Technology, Appachigoundenpathy, Kumittipatti, Coimbatore District 641105",C M S College of Engineering and Technology,Self Financing Engineering Colleges,Coimbatore
2776,"R V S Technical Campus-Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore District 641 402",R V S Technical Campus-Coimbatore,Self Financing Engineering Colleges,Coimbatore
2779,"Ranganathan Architecture College, Viraliyur Post, Thondamuthur Via, Coimbatore District 641109",Ranganathan Architecture College,Self Financing Engineering Colleges,Coimbatore
3011,"University College of Engineering, Tiruchirappalli, (Bharathidasan Institute of Technology), Tiruchirappalli District 620024",University College of Engineering,Constituent Colleges,
3016,"University College of Engineering, Ariyalur, Kathankudikadu Village, Thelur Post, Ariyalur District 621704",University College of Engineering,Constituent Colleges,Ariyalur
3018,"University College of Engineering, Thirukkuvalai, Nagappattinam District 610204",University College of Engineering,Constituent Colleges,
3019,"University College of Engineering, Panruti, Chennai-Kumbakonam Highway, Panikkankuppam, Panruti, Cuddalore District 607106",University College of Engineering,Constituent Colleges,Chennai
3021,"University College of Engineering, Pattukkottai, ECR Road, Rajamadam, Pattukkottai Taluk, Thanjavur District 614701",University College of Engineering,Constituent Colleges,Thanjavur
3410,"Krishnaswamy Collge of Engineering and Technology, S Kumarapuram, Cuddalore District 607109",Krishnaswamy Collge of Engineering and Technology,Self Financing Engineering Colleges,Cuddalore
3425,"C K College of Engineering and Technology, Chellangkuppam, Cuddalore District 607003",C K College of Engineering and Technology,Self Financing Engineering Colleges,Cuddalore
3446,"Prime College of Architecture and Planning, Main Road, Kilvelur, Nagapattinam District 611104",Prime College of Architecture and Planning,Self Financing Engineering Colleges,Nagapattinam
3451,"SMR East Coast College of Engineering & Technology, East Coast Road, Somanathapattinam, Thanjavur District 614612",SMR East Coast College of Engineering & Technology,Self Financing Engineering Colleges,Thanjavur
3454,"Sri Ramakrishna College of Engineering, Sri Saradha Nagar, NH-45, Perambalur District 621113",Sri Ramakrishna College of Engineering,Self Financing Engineering Colleges,Perambalur
3456,"K S K College of Engineering and Technology, Thanjavur Main Road, Darasuram, Kumbakonam, Thanjavur District 612702",K S K College of Engineering and Technology,Self Financing Engineering Colleges,Thanjavur
3460,"Surya College of Engineering, Konalai, Tiruchirappalli District 621132",Surya College of Engineering,Self Financing Engineering Colleges,
3461,"Arifa Institute of Technology(Formerly Haji sheik Ismail Engineering College), Esanoor, Keelaiyur Post, Thirukkuvalai Taluk, Nagapattinam District 611103",Arifa Institute of Technology(Formerly Haji sheik Ismail Engineering College),Self Financing Engineering Colleges,Nagapattinam
3462,"Ariyalur Engineering College, NH-227, Trichy-Chithambaram NH, Karuppur-Senapathy Post, Ariyalur District 621707",Ariyalur Engineering College,Self Financing Engineering Colleges,Ariyalur
3464,"Government College of Engineering, Gandarvakottai Road, Sengipatti, Thanjavur District 613402",Government College of Engineering,Government Colleges,Thanjavur
3465,"Government College of Engineering, Srirangam, Sethurappatti, Tiruchirappalli District 620012",Government College of Engineering,Government Colleges,
3466,"Nelliandavar Institute of Technology, Nerunjikorai Village, Pudhupalayam, Ariyalur Taluk, Ariyalur District 621704",Nelliandavar Institute of Technology,Self Financing Engineering Colleges,Ariyalur
3467,"Prime Nest College of Architecture and Planning, V.J.P. Campus, Trichy-Chennai Highway, Navaladiyan Nagar, Siruganur, Tiruchirappalli District 621105",Prime Nest College of Architecture and Planning,Self Financing Engineering Colleges,Trichy
3701,"K Ramakrishnan College of Technology(Auotonomous), Kariyamanickam Road, Samayapuram, Manachanallur Taluk, Tiruchirappalli District 621112",K Ramakrishnan College of Technology(Auotonomous),Self Financing Engineering Colleges,
3760,"Sir Issac Newton College of Engineering and Technology, Anthanapeetai Post, Papakoil, Nagappattinam District 611102",Sir Issac Newton College of Engineering and Technology,Self Financing Engineering Colleges,
3766,"Star Lion College of Engineering & Technology, Manankorai Main Road, Manankorai Village, Thanjavur District 614206",Star Lion College of Engineering & Technology,Self Financing Engineering Colleges,Thanjavur
3782,"OASYS Institute of Technology , Pulivalam Village, Musiri Taluk, Tiruchirappalli District 626001",OASYS Institute of Technology,Self Financing Engineering Colleges,
3783,"M.A.M. School of Architecture, Siruganur, Tiruchirappalli District 621105",M.A.M. School of Architecture,Self Financing Engineering Colleges,
3784,"C.A.R.E School of Architecture, Engineering, Thayanoor Village, Kuttappatti, Srirangam Taluk, Tiruchirappalli District 620009",C.A.R.E School of Architecture,Self Financing Engineering Colleges,
3786,"M.A.M. School of Engineering, Siruganur, Tiruchirappalli District 621105",M.A.M. School of Engineering,Self Financing Engineering Colleges,
3795,"SRM TRP Engineering College, Irungalur, Manachanallur Taluk, Tiruchirappalli District 621105",SRM TRP Engineering College,Self Financing Engineering Colleges,
3801,"A V C College of Engineering, Mannampandal Post, Mayiladuthurai, Nagappattinam District 609305",A V C College of Engineering,Self Financing Engineering Colleges,
3802,"Shri Angalamman College of Engineering and Technology Siruganoor, Tiruchirappalli District 621105",Shri Angalamman College of Engineering and Technology Siruganoor,Self Financing Engineering Colleges,
3803,"Anjalai Ammal-Mahalingam Engineering College, Kovilvenni, Thiruvarur District 614403",Anjalai Ammal-Mahalingam Engineering College,Self Financing Engineering Colleges,
3804,"Arasu Engineering College, Chennai Main Road, Kumbakonam, Thanjavur District 612501",Arasu Engineering College,Self Financing Engineering Colleges,Chennai
3805,"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur District 621212",Dhanalakshmi Srinivasan Engineering College (Autonomous),Self Financing Engineering Colleges,Perambalur
3806,"E G S Pillay Engineering College (Autonomous), Nagapattinam District 611002",E G S Pillay Engineering College (Autonomous),Self Financing Engineering Colleges,Nagapattinam
3807,"J J College of Engineering and Technology, Poolankulathupatti Post, Thiruchirappalli District 620009",J J College of Engineering and Technology,Self Financing Engineering Colleges,
3808,"Jayaram College of Engineering and Technology , Pagalavadi Post, Tiruchirappalli District 621014",Jayaram College of Engineering and Technology,Self Financing Engineering Colleges,
3809,"Kurinji College of Engineering and Technology, Manapparai, Tiruchirappalli District 621307",Kurinji College of Engineering and Technology,Self Financing Engineering Colleges,
3810,"M.A.M. College of Engineering, Siruganur, Tiruchirappalli District 621105",M.A.M. College of Engineering,Self Financing Engineering Colleges,
3811,"M I E T Engineering College, Trichy-Pudukkottai Road, Tiruchirappalli District 620007",M I E T Engineering College,Self Financing Engineering Colleges,Trichy
3812,"Mookambigai College of Engineering, Keeranur, Pudukkottai District 622502",Mookambigai College of Engineering,Self Financing Engineering Colleges,Pudukkottai
3813,"Oxford Engineering College, Pirattiyur(W), Tiruchirappalli District 620009",Oxford Engineering College,Self Financing Engineering Colleges,
3814,"P R Engineering College, Vallam, Thanjavur District 613403",P R Engineering College,Self Financing Engineering Colleges,Thanjavur
3815,"Pavendhar Bharathidasan College of Engineering and Technology, Pudukkottai Main Road, Tiruchirappalli District 620024",Pavendhar Bharathidasan College of Engineering and Technology,Self Financing Engineering Colleges,Pudukkottai
3817,"Roever Engineering College, Elambalur, Perambalur District 621212",Roever Engineering College,Self Financing Engineering Colleges,Perambalur
3819,"Saranathan College of Engineering, Panjappur, Tiruchirappalli District 620012",Saranathan College of Engineering,Self Financing Engineering Colleges,
3820,"Trichy Engineering College, Konalai, Tiruchirappalli District 621132",Trichy Engineering College,Self Financing Engineering Colleges,Trichy
3821,"A R J College of Engineering and Technology, Mannargudi Taluk, Thiruvarur District 614001",A R J College of Engineering and Technology,Self Financing Engineering Colleges,
3822,"Dr. Navalar Nedunchezhian College of Engineering, Tholudur, Cuddalore District 606303",Dr. Navalar Nedunchezhian College of Engineering,Self Financing Engineering Colleges,Cuddalore
3825,"St. Josephs College of Engineering and Technology, Elupatti Village, Rawaspatti Post, Thanjavur District 613403",St. Josephs College of Engineering and Technology,Self Financing Engineering Colleges,Thanjavur
3826,"Kongunadu College of Engineering and Technology (Autonomous), Tholurpatti, Thottiyam, Tiruchirappalli District 621215",Kongunadu College of Engineering and Technology (Autonomous),Self Financing Engineering Colleges,
3829,"M.A.M. College of Engineering and Technology, Trichy-Chennai Trunk Road, Siruganur, Tiruchirappalli District 621105",M.A.M. College of Engineering and Technology,Self Financing Engineering Colleges,Trichy
3830,"K Ramakrishnan College of Engineering (Autonomous), Kariyamanickam Road, Samayapuram, Manachanallur Taluk, Tiruchirappalli District 621112",K Ramakrishnan College of Engineering (Autonomous),Self Financing Engineering Colleges,
3831,"Indra Ganesan College of Engineering, Madurai Main Road, Manikandam, Tiruchirappalli District 620012",Indra Ganesan College of Engineering,Self Financing Engineering Colleges,Madurai
3833,"Parisutham Institute of Technology and Science, Ring Road, Nanjikottai, Thanjavur District 613006",Parisutham Institute of Technology and Science,Self Financing Engineering Colleges,Thanjavur
3841,"CARE College of Engineering, Thayanoor Village, Thayanoor Village, Kuttappatti, Srirangam Taluk, Tiruchirappalli District 620009",CARE College of Engineering,Self Financing Engineering Colleges,
3843,"M R K Institute of Technology, Nattarmangalam Village, Kattumannarkoil, Cuddalore District 608306",M R K Institute of Technology,Self Financing Engineering Colleges,Cuddalore
3844,"Shivani Engineering College, Ammapettai, Srirangam, Tiruchirappalli District 620009",Shivani Engineering College,Self Financing Engineering Colleges,
3846,"Mother Terasa College of Engineering and Technology, Mettusalai Post and Taluk, Pudukkottai District 622102",Mother Terasa College of Engineering and Technology,Self Financing Engineering Colleges,Pudukkottai
3848,"Vandayar Engineering College, Pulavarnatham Post, Mariamman Koil (Via), Thanjavur District 613001",Vandayar Engineering College,Self Financing Engineering Colleges,Thanjavur
3849,"Annai College of Engineering and Technology, Kovilacheri, Kumbakonam, Thanjavur District 612503",Annai College of Engineering and Technology,Self Financing Engineering Colleges,Thanjavur
3850,"Vetri Vinayaha College of Engineering and Technology, Namakkal- Trichy Main Road, Tholurpatti Village, Thottiam, Tiruchirappalli District 621215",Vetri Vinayaha College of Engineering and Technology,Self Financing Engineering Colleges,Namakkal
3852,"Sri Bharathi Engineering College for Women, Kaikkuruchi Village, Alangudi Taluk, Pudukkottai District 622303",Sri Bharathi Engineering College for Women,Self Financing Engineering Colleges,Pudukkottai
3854,"Mahath Amma Institute of Engineering and Technology (MIET), Ariyur, Annavasal Road, Illupur Taluk, Pudukkottai District 622101",Mahath Amma Institute of Engineering and Technology (MIET),Self Financing Engineering Colleges,Pudukkottai
3855,"As-Salam College of Engineering and Technology, Thirumangalakudi, Aduthurai, Thiruvidaimaruthur, Thanjavur District 612102",As-Salam College of Engineering and Technology,Self Financing Engineering Colleges,Thanjavur
3857,"Meenakshi Ramaswamy Engineering College, Trichy Main Road, Thathanur, Udayarpalayam, Ariyalur District 621804",Meenakshi Ramaswamy Engineering College,Self Financing Engineering Colleges,Trichy
3859,"Sembodai Rukmani Varatharajan Engineering College, Sembodai Village, Vedaraniam, Nagappattinam District 614820",Sembodai Rukmani Varatharajan Engineering College,Self Financing Engineering Colleges,
3860,"St. Annes College of Engineering and Technology, Anguchettypalayam, Siruvathur Post, Panruti, Cuddalore District 607110",St. Annes College of Engineering and Technology,Self Financing Engineering Colleges,Cuddalore
3905,"Kings College of Engineering, Punalkulam, Pudukkottai District 613303",Kings College of Engineering,Self Financing Engineering Colleges,Pudukkottai
3908,"Mount Zion College of Engineering and Technology, Pilivalam Post, Pudukkottai District 622507",Mount Zion College of Engineering and Technology,Self Financing Engineering Colleges,Pudukkottai
3918,"Shanmuganathan Engineering College, Pillivalam Post, Pudukkottai District 622507",Shanmuganathan Engineering College,Self Financing Engineering Colleges,Pudukkottai
3920,"Sudharsan Engineering College, Sathiyamangalam Post, Pudukkottai District 622501",Sudharsan Engineering College,Self Financing Engineering Colleges,Pudukkottai
3926,"CHENDURAN COLLEGE OF ENGINEERING & TECHNOLOGY, THIRUMAYAM PUDUKOTTAI - 622507",CHENDURAN COLLEGE OF ENGINEERING & TECHNOLOGY,Self Financing Engineering Colleges,
4020,"Anna University Regional Campus - Tirunelveli, Trivandrum Road, Palayamkottai, Tirunelveli District 627007",Anna University Regional Campus - Tirunelveli,Constituent Colleges,Tirunelveli
4023,"University College of Engineering, Nagercoil, Nagercoil Industrial Estate, Konam, Kanyakumari District 629004",University College of Engineering,Constituent Colleges,Kanyakumari
4024,"University V.O.C. College of Engineering, Thoothukudi, Near V.O.C. College, Millerpuram, Thoothukudi District 628008",University V.O.C. College of Engineering,Constituent Colleges,Thoothukudi
4669,"Thamirabharani Engineering College, Chathirampudukulam Village, Thatchanallur, Tirunelveli District 625358",Thamirabharani Engineering College,Self Financing Engineering Colleges,Tirunelveli
4670,"Rohini College of Engineering & Technology, Anjugramam- Kanyakumari Main Road, Palkulam, Variyoor Post, Kanyakumari District 629401",Rohini College of Engineering & Technology,Self Financing Engineering Colleges,Kanyakumari
4671,"Sigma College of Architecture, Moododu, Anducode Post, Marthandam, Kanyakumari District 629168",Sigma College of Architecture,Self Financing Engineering Colleges,Kanyakumari
4672,"Stella Marys College of Engineering, Arunthengan Vilai, Azhikal Post, Kanyakumari District 629202",Stella Marys College of Engineering,Self Financing Engineering Colleges,Kanyakumari
4675,"Universal College of Engineering and Technology, Anbagam Campus, Radhapuram Road, Vallioor, Tirunelveli District 627117",Universal College of Engineering and Technology,Self Financing Engineering Colleges,Tirunelveli
4676,"Renganayagi Varatharaj College of Engineering, Salvarpatti, Sivakasi, Virudhunagar District 626128",Renganayagi Varatharaj College of Engineering,Self Financing Engineering Colleges,Virudhunagar
